6141,17:40:42.8954,-53:40:54.4224,25.4465 
6142,17:40:42.7406,-53:40:56.7552,26.0379 
6143,17:40:42.7394,-53:40:58.9188,25.4553 
6144,17:40:42.6118,-53:40:56.406,29.2045 
6145,17:40:42.4387,-53:40:57.9432,21.4362 
6146,17:40:42.6437,-53:40:58.746,27.9869 
6147,17:40:42.6799,-53:40:57.4896,26.7778 
6156,17:40:42.2796,-53:40:58.3896,18.1506 
6157,17:40:42.2054,-53:40:55.056,20.126 
6158,17:40:42.1961,-53:40:55.7292,21.6819 
6159,17:40:42.0962,-53:40:54.9372,20.2048 
6160,17:40:41.9866,-53:40:55.9524,19.5459 
6161,17:40:41.9846,-53:40:54.8256,19.7078 
6163,17:40:41.8512,-53:40:57.2088,19.7484 
6164,17:40:42.3487,-53:40:55.1244,26.5502 
6165,17:40:42.161,-53:40:56.5032,28.6749 
6166,17:40:42.0094,-53:40:57.036,26.6914 
6168,17:40:44.1943,-53:40:57.198,19.5136 
6169,17:40:44.1545,-53:40:57.3996,20.0734 
6170,17:40:44.1358,-53:40:54.7392,20.237 
6171,17:40:44.0431,-53:40:58.17,19.2203 
6172,17:40:43.9915,-53:40:55.7616,18.1012 
6174,17:40:44.4638,-53:40:55.2144,24.5878 
6175,17:40:44.4338,-53:40:55.308,28.6345 
6177,17:40:44.0114,-53:40:57.4896,26.7161 
6178,17:40:43.9843,-53:40:57.1872,22.7012 
6179,17:40:44.4852,-53:40:57.2232,26.477 
6180,17:40:43.9978,-53:40:56.6868,26.7713 
6182,17:40:40.7551,-53:40:56.4996,21.5186 
6183,17:40:40.7273,-53:40:55.0992,20.3734 
6184,17:40:40.5922,-53:40:56.5392,20.3372 
6185,17:40:40.309,-53:40:54.9624,19.4434 
6186,17:40:40.6824,-53:40:55.056,27.9454 
6200,17:40:43.3121,-53:40:58.7244,21.7828 
6201,17:40:43.2456,-53:40:54.624,20.4622 
6202,17:40:43.1388,-53:40:57.4356,19.113 
6203,17:40:42.9602,-53:40:55.9488,18.9073 
6204,17:40:42.9449,-53:40:54.7212,20.445 
6207,17:40:43.2434,-53:40:58.2168,26.7323 
6208,17:40:43.1798,-53:40:58.08,22.5711 
6219,17:40:41.1845,-53:40:55.6644,18.0415 
6220,17:40:41.1547,-53:40:54.3792,19.8768 
6221,17:40:41.0117,-53:40:58.8648,24.5281 
6222,17:40:40.9927,-53:40:57.9756,18.331 
6223,17:40:40.8972,-53:40:54.9012,19.348 
6224,17:40:40.8958,-53:40:57.9216,20.8053 
6225,17:40:40.8914,-53:40:54.48,18.3005 
6227,17:40:41.015,-53:40:54.6924,24.6808 
6228,17:40:40.961,-53:40:57.1764,25.9995 
6526,17:40:43.9291,-53:40:51.402,18.7735 
6527,17:40:43.8643,-53:40:49.6344,20.2888 
6528,17:40:43.7784,-53:40:52.9176,21.0741 
6529,17:40:43.7772,-53:40:54.0336,22.0825 
6530,17:40:43.74,-53:40:53.7096,18.2942 
6531,17:40:43.511,-53:40:51.3876,18.2549 
6532,17:40:43.8245,-53:40:52.7844,26.8442 
6533,17:40:43.6337,-53:40:50.3112,26.1973 
6534,17:40:43.5958,-53:40:53.4612,25.2204 
6535,17:40:43.5914,-53:40:52.5468,26.3491 
6576,17:40:43.278,-53:40:51.7296,18.2368 
6577,17:40:43.2528,-53:40:49.7064,22.6605 
6578,17:40:43.1407,-53:40:54.1848,18.6119 
6579,17:40:42.954,-53:40:49.8756,22.1217 
6580,17:40:42.9302,-53:40:51.2004,22.4464 
6581,17:40:43.3721,-53:40:52.4928,27.1434 
6582,17:40:43.3128,-53:40:53.076,28.6485 
6583,17:40:43.307,-53:40:52.572,23.4978 
6584,17:40:43.1986,-53:40:54.0696,25.7907 
6585,17:40:43.1669,-53:40:50.2068,25.7895 
6586,17:40:43.043,-53:40:53.4144,28.1434 
6587,17:40:43.007,-53:40:53.346,26.6157 
6588,17:40:43.0193,-53:40:50.4588,27.2069 
6589,17:40:41.7605,-53:40:49.8144,21.898 
6590,17:40:41.7269,-53:40:50.2752,20.3659 
6591,17:40:41.6424,-53:40:52.2444,19.7073 
6592,17:40:41.4384,-53:40:51.7908,19.6385 
6593,17:40:41.335,-53:40:51.78,24.2563 
6594,17:40:41.8001,-53:40:53.1588,26.03 
